par,lado,R,neta,tam,prof,cierre,hora,rr
EURUSD,-1,1.2342657342657093,1.1842657342657108,0.6122448979591898,0.7750000000000092,0.019444444444448213,0,1.2342657342657093
EURUSD,1,-1.0,-1.0644144144144176,1.004589495155542,0.31979695431470745,0.05583756345176597,4,2.513513513513703
EURUSD,1,-1.0,-1.095333333333344,0.7699435599359702,0.32603938730853466,0.0021881838074055905,8,3.0400000000004144
EURUSD,-1,0.6804511278195552,0.6266917293233167,0.7437291703209956,0.05424528301890881,0.5731132075471509,20,0.6804511278195552
EURUSD,1,-1.0,-1.0330254041570444,0.5478018143754575,1.3057324840763713,0.07324840764329363,0,0.6720554272517846
EURUSD,-1,4.656488549617803,4.547328244274304,1.1716359185100784,0.10597014925376388,0.08955223880596125,20,4.656488549617803
EURUSD,1,-1.0,-1.1028776978417265,0.39686039333275774,0.4844444444444418,0.1333333333333136,0,1.4028776978418094
EURUSD,-1,2.6467391304346526,2.5690217391303074,1.0967869892899682,0.21338155515369828,0.11934900542497302,20,2.6467391304346526
EURUSD,-1,0.06211180124222917,0.017701863354030414,0.6047922988385126,0.1833910034602669,0.9307958477508688,4,0.06211180124222917
EURUSD,1,-1.0,-1.0494809688581306,1.5580087481774878,0.2647058823529185,0.12165775401071789,16,2.2733564013840244
EURUSD,1,-1.0,-1.11626016260162,0.5371040227995282,0.3714285714285481,0.1306122448979958,0,1.731707317073052
EURUSD,1,-1.0,-1.325000000000003,1.389767644812911,0.04866562009419672,0.02040816326530043,8,14.181818181818365
EURUSD,1,0.7250996015935952,0.6681274900398106,0.6896551724137547,0.3702531645570185,0.4240506329113826,12,0.7250996015935952
