tf,ema,fib,rr,n,bruto,zb,neto,zn,coste
240,50,0.786,3.0,3658,-0.0016402405686167304,-0.057299017609948884,-0.10396546211344188,-3.626212562995357,0.10232522154482515
240,100,0.382,1.0,4245,-0.24946996466431096,-16.782590751106074,-0.2850229575274001,-19.122804186598614,0.03555299286308917
240,100,0.382,2.0,4124,-0.2478176527643065,-12.237615377067904,-0.2839706847732731,-14.005526035742118,0.03615303200896658
240,100,0.382,3.0,3951,-0.31359149582384205,-13.068387792083458,-0.3505490803003643,-14.603252433396527,0.036957584476522254
240,100,0.5,1.0,4136,-0.20841392649903287,-13.702744479328524,-0.25248128311718493,-16.53975356105555,0.04406735661815205
240,100,0.5,2.0,4094,-0.1968734733756717,-9.482297308215248,-0.2412002815697177,-11.598664117561448,0.044326808194046
240,100,0.5,3.0,3981,-0.19015322783220295,-7.46342268935452,-0.2351312647598361,-9.221744068084062,0.04497803692763313
240,100,0.618,1.0,3999,-0.18579644911227808,-11.956036596802303,-0.24401105844153845,-15.631985813915875,0.058214609329260404
240,100,0.618,2.0,3969,-0.1345427059712774,-6.235492260596145,-0.1930146522312107,-8.926356047442804,0.05847194625993332
240,100,0.618,3.0,3942,-0.1415525114155251,-5.411177343238735,-0.20025573284720896,-7.6488715095167885,0.058703221431683834
240,100,0.705,1.0,3891,-0.1431508609611925,-9.021210335532828,-0.21929481562494255,-13.718532863237543,0.07614395466375007
240,100,0.705,2.0,3883,-0.08756116404841617,-3.9529180122040817,-0.16381098304725242,-7.374446096433494,0.07624981899883623
240,100,0.705,3.0,3867,-0.05559865528833721,-2.035020362625683,-0.13203817608128446,-4.825258632660751,0.07643952079294723
240,100,0.786,1.0,3788,-0.15786694825765576,-9.83828006380818,-0.26361000561263365,-16.21368474848106,0.10574305735497788
240,100,0.786,2.0,3783,-0.029341792228390166,-1.2856910908104273,-0.13517279526347,-5.8916406708162175,0.10583100303507985
240,100,0.786,3.0,3781,-0.060565987833906376,-2.196042249491385,-0.16643129924014716,-6.019455268103767,0.10586531140624078
240,200,0.382,1.0,4295,-0.3108265424912689,-21.42950960882662,-0.34792596132580356,-23.906574986280535,0.037099418834534645
240,200,0.382,2.0,4184,-0.3202676864244742,-16.493736450583697,-0.3579454028370302,-18.40426886264394,0.037677716412556
240,200,0.382,3.0,4022,-0.37145698657384385,-16.180772599376603,-0.4099397279809774,-17.84771136533715,0.03848274140713358
240,200,0.5,1.0,4191,-0.2755905511811024,-18.557678000630734,-0.3215561919363565,-21.562137680165854,0.045965640755254125
240,200,0.5,2.0,4153,-0.26896219600288945,-13.456631705406432,-0.3151718299744645,-15.738672538420127,0.04620963397157506
240,200,0.5,3.0,4047,-0.27057079318013344,-11.14270165761915,-0.3174222182331797,-13.059524631546052,0.04685142505304623
240,200,0.618,1.0,4079,-0.2507967639127237,-16.544450312280123,-0.31139948787788585,-20.431569156485164,0.06060272396516214
240,200,0.618,2.0,4048,-0.20182806324110672,-9.68519181779287,-0.2627080198982484,-12.573705106144507,0.060879956657141625
